HITId,HITTypeId,Title,CreationTime,MaxAssignments,AssignmentDurationInSeconds,AssignmentId,WorkerId,AcceptTime,SubmitTime,WorkTimeInSeconds,Input.answerGroups,Input.answerQuestions,Input.imgUrl,Input.questionStr,Answer.answer_groups,Answer.answer_questions,Answer.is_skip,Answer.skipCheck,Answer.skip_reason,Turkle.Username,NumberOfSimilarHITs,Description,RequesterAnnotation,AutoApprovalDelayInSeconds,Last30DaysApprovalRate,AutoApprovalTime,LifetimeInSeconds,Reward,RequesterFeedback,Approve,ApprovalTime,Last7DaysApprovalRate,RejectionTime,AssignmentStatus,LifetimeApprovalRate,Input.question_id,Reject,Keywords,Expiration
476676,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22175,52,Thu Feb 24 13:06:48 UTC 2022,Thu Feb 24 13:06:53 UTC 2022,5,"[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476676,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:06 PDT 2022,10,3600,3EQHHY4HQTXYTFMC7BHUM35X7YAG50,A2L9763BW12NLA,Fri Apr 08 16:18:46 PDT 2022,Fri Apr 08 16:18:53 PDT 2022,7,"[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:18:53 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),45836002,,"images, questions, language",Fri Apr 15 12:36:06 PDT 2022
476676,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22336,141,Sat Feb 26 20:23:00 UTC 2022,Sat Feb 26 20:23:20 UTC 2022,20,"[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476676,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22445,139,Wed Mar 02 18:55:45 UTC 2022,Wed Mar 02 18:55:52 UTC 2022,7,"[[{""id"": ""g0.0"", ""content"": ""teddy bears""}, {""id"": ""g0.1"", ""content"": ""teddy bear""}, {""id"": ""g0.2"", ""content"": ""bears""}], [{""id"": ""g1.0"", ""content"": ""bear""}]]","[""What animal is on the blanket?"", ""What animal is on the blanket?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000045836.jpg""","""What animal is on the blanket?""","[[{""id"":""g0.0"",""content"":""teddy bears""},{""id"":""g0.1"",""content"":""teddy bear""},{""id"":""g0.2"",""content"":""bears""}],[{""id"":""g1.0"",""content"":""bear""}]]","[""What animal is on the blanket?"",""What animal is on the blanket?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476677,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22176,52,Thu Feb 24 13:06:53 UTC 2022,Thu Feb 24 13:07:32 UTC 2022,39,"[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What kind of beverage was served?"",""Was any beverage served?""]",false,,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476677,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:06 PDT 2022,10,3600,3X3OR7WPZ05X2PJFG0LDBFKW55Z8L2,A2L9763BW12NLA,Fri Apr 08 16:27:46 PDT 2022,Fri Apr 08 16:27:54 PDT 2022,8,"[[{""id"": ""g0.0"", ""content"": ""coffee""}, {""id"": ""g0.1"", ""content"": ""latte""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""coffee""},{""id"":""g0.1"",""content"":""latte""}]]","[""Was a beverage served?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:27:54 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),460694000,,"images, questions, language",Fri Apr 15 12:36:06 PDT 2022
476677,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22337,141,Sat Feb 26 20:23:20 UTC 2022,Sat Feb 26 20:23:55 UTC 2022,35,"[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What beverage was served?"",""Was a beverage served yes or no?""]",false,,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476677,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22446,139,Wed Mar 02 18:55:52 UTC 2022,Wed Mar 02 18:56:11 UTC 2022,19,"[[{""id"": ""g0.0"", ""content"": ""latte""}, {""id"": ""g0.1"", ""content"": ""coffee""}], [{""id"": ""g1.0"", ""content"": ""yes""}]]","[""Was a beverage served?"", ""Was a beverage served?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000460694.jpg""","""Was a beverage served?""","[[{""id"":""g0.0"",""content"":""latte""},{""id"":""g0.1"",""content"":""coffee""}],[{""id"":""g1.0"",""content"":""yes""}]]","[""What beverage was served?"",""Was there a beverage served?""]",false,,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476678,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22177,52,Thu Feb 24 13:07:32 UTC 2022,Thu Feb 24 13:07:44 UTC 2022,12,"[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.1"",""content"":""yes""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]",true,value,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476678,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:07 PDT 2022,10,3600,3E7TUJ2EGDREIIEX8BT3SY72G2E9DB,A2L9763BW12NLA,Fri Apr 08 16:22:53 PDT 2022,Fri Apr 08 16:23:00 PDT 2022,7,"[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]",true,value,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:23:00 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),466845001,,"images, questions, language",Fri Apr 15 12:36:07 PDT 2022
476678,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22338,141,Sat Feb 26 20:23:55 UTC 2022,Sat Feb 26 20:24:25 UTC 2022,30,"[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]",true,value,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476678,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22447,139,Wed Mar 02 18:56:11 UTC 2022,Wed Mar 02 18:57:05 UTC 2022,54,"[[{""id"": ""g0.0"", ""content"": ""people""}, {""id"": ""g0.1"", ""content"": ""yes""}, {""id"": ""g0.2"", ""content"": ""people caged in""}], [{""id"": ""g1.0"", ""content"": ""animals""}, {""id"": ""g1.1"", ""content"": ""animal""}]]","[""Are the animals or people caged in?"", ""Are the animals or people caged in?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000466845.jpg""","""Are the animals or people caged in?""","[[{""id"":""g0.0"",""content"":""people""},{""id"":""g0.2"",""content"":""people caged in""}],[{""id"":""g1.0"",""content"":""animals""},{""id"":""g1.1"",""content"":""animal""}]]","[""Are the animals or people caged in?"",""Are the animals or people caged in?""]",true,value,"""Ambiguous""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476679,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22178,52,Thu Feb 24 13:07:44 UTC 2022,Thu Feb 24 13:08:22 UTC 2022,38,"[[{""id"": ""g0.0"", ""content"": ""street""}, {""id"": ""g0.1"", ""content"": ""on street""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""in front of hummer""}, {""id"": ""g1.2"", ""content"": ""on road""}, {""id"": ""g1.3"", ""content"": ""in front of yellow vehicle""}, {""id"": ""g1.4"", ""content"": ""in front""}]]","[""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000467311.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""street""},{""id"":""g1.2"",""content"":""on road""},{""id"":""g0.1"",""content"":""on street""}],[{""id"":""g1.1"",""content"":""in front of hummer""},{""id"":""g1.3"",""content"":""in front of yellow vehicle""},{""id"":""g1.4"",""content"":""in front""}],[{""id"":""g1.0"",""content"":""right""}]]","[""What is the bus on?"",""What is the bus in front of?"",""Where in the image is the bus?""]",false,,"""All answer the same question""",esteng,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476679,3VLQM5V8QIHZJ4F39ZPCTJCGMNO8GI,Evaluate answers to questions about images,Fri Apr 08 12:36:08 PDT 2022,10,3600,3OONKJ5DKDOOA8KJW4LFUYER8GOBOK,A2L9763BW12NLA,Fri Apr 08 16:23:45 PDT 2022,Fri Apr 08 16:24:28 PDT 2022,43,"[[{""id"": ""g0.0"", ""content"": ""on street""}, {""id"": ""g0.1"", ""content"": ""in street""}, {""id"": ""g0.2"", ""content"": ""parked on street""}], [{""id"": ""g1.0"", ""content"": ""in front of brick building""}, {""id"": ""g1.1"", ""content"": ""on side of road""}, {""id"": ""g1.2"", ""content"": ""side of street parked""}], [{""id"": ""g2.0"", ""content"": ""street""}], [{""id"": ""g3.0"", ""content"": ""travel bus""}]]","[""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000139390.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""on street""},{""id"":""g0.1"",""content"":""in street""},{""id"":""g1.1"",""content"":""on side of road""},{""id"":""g0.2"",""content"":""parked on street""},{""id"":""g1.2"",""content"":""side of street parked""},{""id"":""g2.0"",""content"":""street""}],[{""id"":""g1.0"",""content"":""in front of brick building""}]]","[""What is the bus parked on?"",""Where is the bus in front of?""]",false,,"""All answer the same question""",A2L9763BW12NLA,,You'll be asked to group answers to questions about images into coherent groups and rewrite questions,BatchId:4710906;OriginalHitTemplateId:928390828;,259200,0% (0/0),Mon Apr 11 16:24:28 PDT 2022,,$0.10,,,,0% (0/0),,Submitted,100% (248/248),139390001,,"images, questions, language",Fri Apr 15 12:36:08 PDT 2022
476679,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22339,141,Sat Feb 26 20:24:25 UTC 2022,Sat Feb 26 20:26:12 UTC 2022,107,"[[{""id"": ""g0.0"", ""content"": ""street""}, {""id"": ""g0.1"", ""content"": ""on street""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""in front of hummer""}, {""id"": ""g1.2"", ""content"": ""on road""}, {""id"": ""g1.3"", ""content"": ""in front of yellow vehicle""}, {""id"": ""g1.4"", ""content"": ""in front""}]]","[""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000467311.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""street""},{""id"":""g1.2"",""content"":""on road""},{""id"":""g0.1"",""content"":""on street""}],[{""id"":""g1.1"",""content"":""in front of hummer""},{""id"":""g1.3"",""content"":""in front of yellow vehicle""},{""id"":""g1.4"",""content"":""in front""}],[{""id"":""g1.0"",""content"":""right""}]]","[""Where is the bus driving on?"",""Where is the bus relative to the hummer?"",""Where is the bus relative to the center of the picture?""]",false,,"""All answer the same question""",ohussei3,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
476679,85,Uncertainty QUD,Thu Feb 24 13:02:48 UTC 2022,3,86400,22448,139,Wed Mar 02 18:57:05 UTC 2022,Wed Mar 02 18:57:47 UTC 2022,42,"[[{""id"": ""g0.0"", ""content"": ""street""}, {""id"": ""g0.1"", ""content"": ""on street""}], [{""id"": ""g1.0"", ""content"": ""right""}, {""id"": ""g1.1"", ""content"": ""in front of hummer""}, {""id"": ""g1.2"", ""content"": ""on road""}, {""id"": ""g1.3"", ""content"": ""in front of yellow vehicle""}, {""id"": ""g1.4"", ""content"": ""in front""}]]","[""Where is the bus?"", ""Where is the bus?""]","""https://cs.jhu.edu/~esteng/images_for_hit/COCO_train2014_000000467311.jpg""","""Where is the bus?""","[[{""id"":""g0.0"",""content"":""street""},{""id"":""g0.1"",""content"":""on street""},{""id"":""g1.2"",""content"":""on road""}],[{""id"":""g1.0"",""content"":""right""},{""id"":""g1.4"",""content"":""in front""},{""id"":""g1.3"",""content"":""in front of yellow vehicle""}]]","[""Where is the bus?"",""Where is the bus?""]",true,value,"""All answer the same question""",rhuang29,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder,placeholder
